Gender,n,churn_count,churn_rate,ci_low,ci_high,small_n
F,3215,570,0.17729393468118196,0.16447948356006367,0.19087866764563718,False
M,2861,406,0.14190842362810205,0.12960118083472924,0.15517602988435555,False
